63.1109205260	37.1600914808
66.8572244432	40.5571102227
67.1286259542	40.7234732824
66.1901459327	39.8786302557
67.0472824197	40.5618263994
66.8634557612	40.3408275996
67.5598233628	40.9390101650
69.2168045276	42.5834421709
69.5848569029	42.9271270754
69.5132727908	42.8662824543
71.7404727167	44.9696527575
73.3575265678	46.4968468995
73.6911627364	46.8530235816
74.0368105306	47.1692003029
72.8446511084	46.0594256302
75.2891671520	48.4435643564
76.0963918424	49.2547789205
75.1251822901	48.3039724669
74.8277609506	47.9904473439
73.9738146615	47.1147139441
72.3209847734	45.5194562744
71.5448976020	44.8281113250
72.0990180033	45.3277414075
72.4511225444	45.5885173059
74.0927194612	47.1980376219
71.6193642461	44.7643627880
70.8608593978	44.0058462438
70.3661774165	43.4697970879
70.4635703409	43.5834602319
71.1723633384	44.3024698584
72.1399367385	45.1839854733
71.0281657083	44.0500528107
69.8843781211	42.9280888314
69.9200000000	42.9981764706
69.6044415646	42.6827874647
70.4194609196	43.4946268131
69.9281991215	43.0477891654
69.2555138433	42.4544814641
68.7444724650	42.0008210662
68.8858482274	42.1343685907
68.7980814226	42.0342770239
70.2780245470	43.4747516072
70.6573982125	43.8724224546
70.8011439911	43.9835989027
71.1129861030	44.2817353731
70.6707737226	43.9108905109
71.7712418301	44.9991246499
72.4189559638	45.5654709828
72.4147379467	45.5009619309
72.8602482662	45.9276764380
71.0225932629	44.2454901045
69.9717421766	43.2366300794
70.4522671640	43.7563818627
69.5630880720	42.9302203261
67.9902627874	41.4539535429
68.2446639619	41.6313870759
66.2783085633	39.7330738382
66.9667137144	40.4495412844
68.0279642058	41.5021782645
67.1249190939	40.6882612533
