56.3430531732	30.3962264151
59.7455739577	33.4454597373
60.4615531387	34.0564777714
59.7854356307	33.4739199538
60.3994669139	33.9140108935
60.1717220661	33.6490939044
60.6893851025	34.0685719047
62.3482803657	35.7149180090
62.6447444925	35.9874022870
62.5352776808	35.8882873443
64.4300554421	37.6593522031
65.5206119351	38.6599322667
65.7361078683	38.8986691571
65.9849146718	39.1173044441
64.9561911446	38.1709656665
67.0956845845	40.2490827558
68.3570972053	41.5154842833
67.5102374147	40.6890275914
67.3457013048	40.5080382106
66.5405610311	39.6814603138
65.4704509655	38.6683974097
65.6028939845	38.8861077076
65.8843163617	39.1111825568
66.0439078578	39.1818872778
67.5880747794	40.6933929401
65.4719468098	38.6185699288
64.3659748612	37.5109617071
64.0119883041	37.1163157895
63.9609347546	37.0808246457
64.9638906771	38.0932872944
65.4116682287	38.4557169634
63.9279469577	36.9494220501
63.2157922566	36.2606779860
63.5811764706	36.6587647059
63.1427309142	36.2210768143
64.2041463558	37.2763845657
63.7765739385	36.8961639824
63.0436389231	36.2418910200
62.7742067914	36.0305553926
62.8557111880	36.1020922464
63.0739895888	36.3090015792
64.4762405751	37.6733882752
64.9105087914	38.1254746188
64.6490019844	37.8305124314
65.0983300245	38.2670792946
64.4263357664	37.6687299270
65.6318277311	38.8597105509
66.3706036745	39.5171186935
66.0227352221	39.1083129299
65.8206876457	38.8909673660
64.1610812704	37.3851588043
63.3081144191	36.5751897256
63.6253642616	36.9294789603
63.1784336645	36.5465225015
61.5923275458	35.0546691694
61.7185864644	35.1053095784
59.8454234489	33.3001887238
60.4271347918	33.9099623618
61.6552251987	35.1301148072
61.3742277140	34.9379229185
