47.7427101201	21.8050314465
49.9011993147	23.6010850942
50.4029765312	24.0022896394
49.6884843231	23.3769686461
50.1720941013	23.6866380809
50.1442969280	23.6216687664
50.5591568072	23.9383436094
51.4939050936	24.8605427369
51.6466179986	24.9892757930
51.5997787868	24.9527884503
52.7260577765	25.9544207762
53.4280625949	26.5673829265
53.5330959608	26.6943147327
53.7914846526	26.9238744248
53.1604959934	26.3752705153
54.4091782657	27.5625764370
55.1002265993	28.2586136773
54.6925275623	27.8713177390
54.6714235788	27.8337604846
54.2090744737	27.3499737563
53.5933726154	26.7913190596
53.5392379952	26.8224517183
53.7207154548	26.9490296937
53.9385559778	27.0775211926
54.8197863446	27.9251045053
53.6337338155	26.7803569346
53.0120432622	26.1570301082
52.8059177826	25.9108239284
52.8125219632	25.9324118543
53.3655995786	26.4949961959
53.6668814433	26.7109301781
52.9128087778	25.9342838702
52.4364864865	25.4799647474
52.6209188776	25.6975116183
52.3710532516	25.4493991517
52.8658171355	25.9413353691
52.5967203514	25.7163103953
52.1063992023	25.3042407179
51.8613571052	25.1177057064
51.9071729958	25.1560595406
52.0652746096	25.3002866000
52.8754456719	26.0725933719
53.1756527835	26.3905601963
53.0163417766	26.1978522236
53.3284479738	26.4971972440
52.9098288851	26.1489809029
53.5643090570	26.7942927171
54.0390807280	27.1854293047
53.8744316194	26.9600093273
53.8274957748	26.8952736173
52.7229098552	25.9469873891
52.1201844502	25.3892131683
52.3122741578	25.6163888565
51.9973699591	25.3654587960
50.9732535633	24.4383248284
51.1287117069	24.5154348210
49.9785916490	23.4312337816
50.3063396848	23.7891672548
50.9961730939	24.4710627024
50.7450426596	24.3087378641
